Name,Barcode,Description,Weight,Status,CategoryName
Health & Beauty Item 097,2000000005461,Health & Beauty product 97 - generated seed data.,23.96,0,Health & Beauty
Health & Beauty Item 098,2000000005478,Health & Beauty product 98 - generated seed data.,9.98,1,Health & Beauty
Health & Beauty Item 099,2000000005485,Health & Beauty product 99 - generated seed data.,17.9,2,Health & Beauty
Health & Beauty Item 100,2000000005492,Health & Beauty product 100 - generated seed data.,1.99,0,Health & Beauty
Health & Beauty Item 101,2000000005508,Health & Beauty product 101 - generated seed data.,17.3,1,Health & Beauty
Health & Beauty Item 102,2000000005515,Health & Beauty product 102 - generated seed data.,15.72,2,Health & Beauty
Health & Beauty Item 103,2000000005522,Health & Beauty product 103 - generated seed data.,2.64,0,Health & Beauty
Health & Beauty Item 104,2000000005539,Health & Beauty product 104 - generated seed data.,19.33,1,Health & Beauty
Health & Beauty Item 105,2000000005546,Health & Beauty product 105 - generated seed data.,21.27,2,Health & Beauty
Health & Beauty Item 106,2000000005553,Health & Beauty product 106 - generated seed data.,15.05,0,Health & Beauty
Health & Beauty Item 107,2000000005560,Health & Beauty product 107 - generated seed data.,3.11,1,Health & Beauty
Health & Beauty Item 108,2000000005577,Health & Beauty product 108 - generated seed data.,24.6,2,Health & Beauty
Health & Beauty Item 109,2000000005584,Health & Beauty product 109 - generated seed data.,19.59,0,Health & Beauty
Health & Beauty Item 110,2000000005591,Health & Beauty product 110 - generated seed data.,8.75,1,Health & Beauty
Health & Beauty Item 111,2000000005607,Health & Beauty product 111 - generated seed data.,10.77,2,Health & Beauty
Health & Beauty Item 112,2000000005614,Health & Beauty product 112 - generated seed data.,9.33,0,Health & Beauty
Health & Beauty Item 113,2000000005621,Health & Beauty product 113 - generated seed data.,12.7,1,Health & Beauty
Health & Beauty Item 114,2000000005638,Health & Beauty product 114 - generated seed data.,8.6,2,Health & Beauty
Health & Beauty Item 115,2000000005645,Health & Beauty product 115 - generated seed data.,21.25,0,Health & Beauty
Health & Beauty Item 116,2000000005652,Health & Beauty product 116 - generated seed data.,20.58,1,Health & Beauty
Health & Beauty Item 117,2000000005669,Health & Beauty product 117 - generated seed data.,2.73,2,Health & Beauty
Health & Beauty Item 118,2000000005676,Health & Beauty product 118 - generated seed data.,24.02,0,Health & Beauty
Health & Beauty Item 119,2000000005683,Health & Beauty product 119 - generated seed data.,15.93,1,Health & Beauty
Health & Beauty Item 120,2000000005690,Health & Beauty product 120 - generated seed data.,20.73,2,Health & Beauty
Health & Beauty Item 121,2000000005706,Health & Beauty product 121 - generated seed data.,17.71,0,Health & Beauty
Health & Beauty Item 122,2000000005713,Health & Beauty product 122 - generated seed data.,10.94,1,Health & Beauty
Health & Beauty Item 123,2000000005720,Health & Beauty product 123 - generated seed data.,18.37,2,Health & Beauty
Health & Beauty Item 124,2000000005737,Health & Beauty product 124 - generated seed data.,24.14,0,Health & Beauty
Health & Beauty Item 125,2000000005744,Health & Beauty product 125 - generated seed data.,6.83,1,Health & Beauty
Health & Beauty Item 126,2000000005751,Health & Beauty product 126 - generated seed data.,20.22,2,Health & Beauty
Health & Beauty Item 127,2000000005768,Health & Beauty product 127 - generated seed data.,13.5,0,Health & Beauty
Health & Beauty Item 128,2000000005775,Health & Beauty product 128 - generated seed data.,12.14,1,Health & Beauty
Health & Beauty Item 129,2000000005782,Health & Beauty product 129 - generated seed data.,10.95,2,Health & Beauty
Health & Beauty Item 130,2000000005799,Health & Beauty product 130 - generated seed data.,18.3,0,Health & Beauty
Health & Beauty Item 131,2000000005805,Health & Beauty product 131 - generated seed data.,6.78,1,Health & Beauty
Health & Beauty Item 132,2000000005812,Health & Beauty product 132 - generated seed data.,21.31,2,Health & Beauty
Health & Beauty Item 133,2000000005829,Health & Beauty product 133 - generated seed data.,20.79,0,Health & Beauty
Health & Beauty Item 134,2000000005836,Health & Beauty product 134 - generated seed data.,2.26,1,Health & Beauty
Health & Beauty Item 135,2000000005843,Health & Beauty product 135 - generated seed data.,22.05,2,Health & Beauty
Health & Beauty Item 136,2000000005850,Health & Beauty product 136 - generated seed data.,6.17,0,Health & Beauty
Health & Beauty Item 137,2000000005867,Health & Beauty product 137 - generated seed data.,11.67,1,Health & Beauty
Health & Beauty Item 138,2000000005874,Health & Beauty product 138 - generated seed data.,15.3,2,Health & Beauty
Health & Beauty Item 139,2000000005881,Health & Beauty product 139 - generated seed data.,9.54,0,Health & Beauty
Health & Beauty Item 140,2000000005898,Health & Beauty product 140 - generated seed data.,0.81,1,Health & Beauty
Health & Beauty Item 141,2000000005904,Health & Beauty product 141 - generated seed data.,21.29,2,Health & Beauty
Health & Beauty Item 142,2000000005911,Health & Beauty product 142 - generated seed data.,4.63,0,Health & Beauty
Health & Beauty Item 143,2000000005928,Health & Beauty product 143 - generated seed data.,5.38,1,Health & Beauty
Health & Beauty Item 144,2000000005935,Health & Beauty product 144 - generated seed data.,19.97,2,Health & Beauty
Health & Beauty Item 145,2000000005942,Health & Beauty product 145 - generated seed data.,8.57,0,Health & Beauty
Health & Beauty Item 146,2000000005959,Health & Beauty product 146 - generated seed data.,22.02,1,Health & Beauty
Health & Beauty Item 147,2000000005966,Health & Beauty product 147 - generated seed data.,17.56,2,Health & Beauty
Health & Beauty Item 148,2000000005973,Health & Beauty product 148 - generated seed data.,6.98,0,Health & Beauty
Health & Beauty Item 149,2000000005980,Health & Beauty product 149 - generated seed data.,0.35,1,Health & Beauty
Health & Beauty Item 150,2000000005997,Health & Beauty product 150 - generated seed data.,23.71,2,Health & Beauty
Books Item 001,2000000006000,Books product 1 - generated seed data.,2.23,0,Books
Books Item 002,2000000006017,Books product 2 - generated seed data.,18.03,1,Books
Books Item 003,2000000006024,Books product 3 - generated seed data.,12.27,2,Books
Books Item 004,2000000006031,Books product 4 - generated seed data.,18.98,0,Books
Books Item 005,2000000006048,Books product 5 - generated seed data.,17.3,1,Books
Books Item 006,2000000006055,Books product 6 - generated seed data.,16.18,2,Books
Books Item 007,2000000006062,Books product 7 - generated seed data.,12.32,0,Books
Books Item 008,2000000006079,Books product 8 - generated seed data.,19.84,1,Books
Books Item 009,2000000006086,Books product 9 - generated seed data.,2.42,2,Books
Books Item 010,2000000006093,Books product 10 - generated seed data.,5.62,0,Books
Books Item 011,2000000006109,Books product 11 - generated seed data.,17.33,1,Books
Books Item 012,2000000006116,Books product 12 - generated seed data.,7.72,2,Books
Books Item 013,2000000006123,Books product 13 - generated seed data.,14.58,0,Books
Books Item 014,2000000006130,Books product 14 - generated seed data.,11.88,1,Books
Books Item 015,2000000006147,Books product 15 - generated seed data.,13.32,2,Books
Books Item 016,2000000006154,Books product 16 - generated seed data.,10.7,0,Books
Books Item 017,2000000006161,Books product 17 - generated seed data.,18.67,1,Books
Books Item 018,2000000006178,Books product 18 - generated seed data.,8.34,2,Books
Books Item 019,2000000006185,Books product 19 - generated seed data.,17.6,0,Books
Books Item 020,2000000006192,Books product 20 - generated seed data.,6.85,1,Books
Books Item 021,2000000006208,Books product 21 - generated seed data.,6.36,2,Books
Books Item 022,2000000006215,Books product 22 - generated seed data.,3.1,0,Books
Books Item 023,2000000006222,Books product 23 - generated seed data.,4.9,1,Books
Books Item 024,2000000006239,Books product 24 - generated seed data.,3.08,2,Books
Books Item 025,2000000006246,Books product 25 - generated seed data.,13.44,0,Books
Books Item 026,2000000006253,Books product 26 - generated seed data.,19.08,1,Books
Books Item 027,2000000006260,Books product 27 - generated seed data.,4.71,2,Books
Books Item 028,2000000006277,Books product 28 - generated seed data.,5.49,0,Books
Books Item 029,2000000006284,Books product 29 - generated seed data.,12.16,1,Books
Books Item 030,2000000006291,Books product 30 - generated seed data.,18.14,2,Books
Books Item 031,2000000006307,Books product 31 - generated seed data.,24.42,0,Books
Books Item 032,2000000006314,Books product 32 - generated seed data.,13.16,1,Books
Books Item 033,2000000006321,Books product 33 - generated seed data.,7.15,2,Books
Books Item 034,2000000006338,Books product 34 - generated seed data.,2.6,0,Books
Books Item 035,2000000006345,Books product 35 - generated seed data.,4.93,1,Books
Books Item 036,2000000006352,Books product 36 - generated seed data.,5.76,2,Books
Books Item 037,2000000006369,Books product 37 - generated seed data.,4.57,0,Books
Books Item 038,2000000006376,Books product 38 - generated seed data.,0.45,1,Books
Books Item 039,2000000006383,Books product 39 - generated seed data.,13.4,2,Books
Books Item 040,2000000006390,Books product 40 - generated seed data.,6.93,0,Books
Books Item 041,2000000006406,Books product 41 - generated seed data.,24.36,1,Books
Books Item 042,2000000006413,Books product 42 - generated seed data.,13.88,2,Books
Books Item 043,2000000006420,Books product 43 - generated seed data.,17.47,0,Books
Books Item 044,2000000006437,Books product 44 - generated seed data.,3.24,1,Books
Books Item 045,2000000006444,Books product 45 - generated seed data.,21.72,2,Books
Books Item 046,2000000006451,Books product 46 - generated seed data.,12.32,0,Books
Books Item 047,2000000006468,Books product 47 - generated seed data.,21.83,1,Books
Books Item 048,2000000006475,Books product 48 - generated seed data.,14.39,2,Books
Books Item 049,2000000006482,Books product 49 - generated seed data.,11.79,0,Books
Books Item 050,2000000006499,Books product 50 - generated seed data.,11.07,1,Books
Books Item 051,2000000006505,Books product 51 - generated seed data.,4.69,2,Books
Books Item 052,2000000006512,Books product 52 - generated seed data.,1.38,0,Books
Books Item 053,2000000006529,Books product 53 - generated seed data.,23.53,1,Books
Books Item 054,2000000006536,Books product 54 - generated seed data.,12.0,2,Books
Books Item 055,2000000006543,Books product 55 - generated seed data.,20.57,0,Books
Books Item 056,2000000006550,Books product 56 - generated seed data.,10.08,1,Books
Books Item 057,2000000006567,Books product 57 - generated seed data.,1.94,2,Books
Books Item 058,2000000006574,Books product 58 - generated seed data.,15.77,0,Books
Books Item 059,2000000006581,Books product 59 - generated seed data.,1.43,1,Books
Books Item 060,2000000006598,Books product 60 - generated seed data.,3.82,2,Books
Books Item 061,2000000006604,Books product 61 - generated seed data.,14.11,0,Books
Books Item 062,2000000006611,Books product 62 - generated seed data.,7.67,1,Books
Books Item 063,2000000006628,Books product 63 - generated seed data.,24.85,2,Books
Books Item 064,2000000006635,Books product 64 - generated seed data.,3.05,0,Books
Books Item 065,2000000006642,Books product 65 - generated seed data.,19.13,1,Books
Books Item 066,2000000006659,Books product 66 - generated seed data.,15.2,2,Books
Books Item 067,2000000006666,Books product 67 - generated seed data.,19.79,0,Books
Books Item 068,2000000006673,Books product 68 - generated seed data.,5.72,1,Books
Books Item 069,2000000006680,Books product 69 - generated seed data.,13.11,2,Books
Books Item 070,2000000006697,Books product 70 - generated seed data.,11.32,0,Books
Books Item 071,2000000006703,Books product 71 - generated seed data.,11.12,1,Books
Books Item 072,2000000006710,Books product 72 - generated seed data.,21.52,2,Books
Books Item 073,2000000006727,Books product 73 - generated seed data.,24.75,0,Books
Books Item 074,2000000006734,Books product 74 - generated seed data.,7.7,1,Books
Books Item 075,2000000006741,Books product 75 - generated seed data.,15.56,2,Books
Books Item 076,2000000006758,Books product 76 - generated seed data.,15.28,0,Books
Books Item 077,2000000006765,Books product 77 - generated seed data.,18.53,1,Books
Books Item 078,2000000006772,Books product 78 - generated seed data.,23.69,2,Books
Books Item 079,2000000006789,Books product 79 - generated seed data.,5.27,0,Books
Books Item 080,2000000006796,Books product 80 - generated seed data.,5.35,1,Books
Books Item 081,2000000006802,Books product 81 - generated seed data.,16.54,2,Books
Books Item 082,2000000006819,Books product 82 - generated seed data.,4.01,0,Books
Books Item 083,2000000006826,Books product 83 - generated seed data.,4.43,1,Books
Books Item 084,2000000006833,Books product 84 - generated seed data.,1.97,2,Books
Books Item 085,2000000006840,Books product 85 - generated seed data.,0.17,0,Books
Books Item 086,2000000006857,Books product 86 - generated seed data.,11.32,1,Books
Books Item 087,2000000006864,Books product 87 - generated seed data.,14.89,2,Books
Books Item 088,2000000006871,Books product 88 - generated seed data.,7.35,0,Books
Books Item 089,2000000006888,Books product 89 - generated seed data.,5.86,1,Books
Books Item 090,2000000006895,Books product 90 - generated seed data.,17.7,2,Books
Books Item 091,2000000006901,Books product 91 - generated seed data.,17.6,0,Books
Books Item 092,2000000006918,Books product 92 - generated seed data.,11.41,1,Books
Books Item 093,2000000006925,Books product 93 - generated seed data.,17.22,2,Books
Books Item 094,2000000006932,Books product 94 - generated seed data.,23.11,0,Books
Books Item 095,2000000006949,Books product 95 - generated seed data.,19.72,1,Books
Books Item 096,2000000006956,Books product 96 - generated seed data.,15.66,2,Books
Books Item 097,2000000006963,Books product 97 - generated seed data.,16.56,0,Books
Books Item 098,2000000006970,Books product 98 - generated seed data.,23.35,1,Books
Books Item 099,2000000006987,Books product 99 - generated seed data.,10.69,2,Books
Books Item 100,2000000006994,Books product 100 - generated seed data.,13.66,0,Books
Books Item 101,2000000007007,Books product 101 - generated seed data.,16.23,1,Books
Books Item 102,2000000007014,Books product 102 - generated seed data.,22.72,2,Books
Books Item 103,2000000007021,Books product 103 - generated seed data.,20.68,0,Books
Books Item 104,2000000007038,Books product 104 - generated seed data.,1.88,1,Books
Books Item 105,2000000007045,Books product 105 - generated seed data.,4.23,2,Books
Books Item 106,2000000007052,Books product 106 - generated seed data.,7.76,0,Books
Books Item 107,2000000007069,Books product 107 - generated seed data.,18.75,1,Books
Books Item 108,2000000007076,Books product 108 - generated seed data.,14.27,2,Books
Books Item 109,2000000007083,Books product 109 - generated seed data.,7.29,0,Books
Books Item 110,2000000007090,Books product 110 - generated seed data.,3.2,1,Books
Books Item 111,2000000007106,Books product 111 - generated seed data.,17.25,2,Books
Books Item 112,2000000007113,Books product 112 - generated seed data.,17.52,0,Books
Books Item 113,2000000007120,Books product 113 - generated seed data.,23.57,1,Books
Books Item 114,2000000007137,Books product 114 - generated seed data.,12.56,2,Books
Books Item 115,2000000007144,Books product 115 - generated seed data.,12.4,0,Books
Books Item 116,2000000007151,Books product 116 - generated seed data.,2.1,1,Books
Books Item 117,2000000007168,Books product 117 - generated seed data.,1.09,2,Books
Books Item 118,2000000007175,Books product 118 - generated seed data.,10.86,0,Books
Books Item 119,2000000007182,Books product 119 - generated seed data.,8.13,1,Books
Books Item 120,2000000007199,Books product 120 - generated seed data.,6.33,2,Books
Books Item 121,2000000007205,Books product 121 - generated seed data.,2.37,0,Books
Books Item 122,2000000007212,Books product 122 - generated seed data.,24.05,1,Books
Books Item 123,2000000007229,Books product 123 - generated seed data.,20.92,2,Books
Books Item 124,2000000007236,Books product 124 - generated seed data.,14.42,0,Books
Books Item 125,2000000007243,Books product 125 - generated seed data.,23.77,1,Books
Books Item 126,2000000007250,Books product 126 - generated seed data.,24.99,2,Books
Books Item 127,2000000007267,Books product 127 - generated seed data.,16.84,0,Books
Books Item 128,2000000007274,Books product 128 - generated seed data.,6.81,1,Books
Books Item 129,2000000007281,Books product 129 - generated seed data.,1.1,2,Books
Books Item 130,2000000007298,Books product 130 - generated seed data.,18.93,0,Books
Books Item 131,2000000007304,Books product 131 - generated seed data.,11.82,1,Books
Books Item 132,2000000007311,Books product 132 - generated seed data.,16.32,2,Books
Books Item 133,2000000007328,Books product 133 - generated seed data.,22.91,0,Books
Books Item 134,2000000007335,Books product 134 - generated seed data.,4.62,1,Books
Books Item 135,2000000007342,Books product 135 - generated seed data.,14.67,2,Books
Books Item 136,2000000007359,Books product 136 - generated seed data.,15.91,0,Books
Books Item 137,2000000007366,Books product 137 - generated seed data.,12.34,1,Books
Books Item 138,2000000007373,Books product 138 - generated seed data.,2.37,2,Books
Books Item 139,2000000007380,Books product 139 - generated seed data.,8.76,0,Books
Books Item 140,2000000007397,Books product 140 - generated seed data.,8.4,1,Books
Books Item 141,2000000007403,Books product 141 - generated seed data.,16.79,2,Books
Books Item 142,2000000007410,Books product 142 - generated seed data.,21.46,0,Books
Books Item 143,2000000007427,Books product 143 - generated seed data.,8.31,1,Books
Books Item 144,2000000007434,Books product 144 - generated seed data.,17.37,2,Books
Books Item 145,2000000007441,Books product 145 - generated seed data.,7.28,0,Books
Books Item 146,2000000007458,Books product 146 - generated seed data.,23.64,1,Books
Books Item 147,2000000007465,Books product 147 - generated seed data.,20.36,2,Books
Books Item 148,2000000007472,Books product 148 - generated seed data.,13.8,0,Books
Books Item 149,2000000007489,Books product 149 - generated seed data.,11.43,1,Books
Books Item 150,2000000007496,Books product 150 - generated seed data.,7.93,2,Books
Office Supplies Item 001,2000000007502,Office Supplies product 1 - generated seed data.,8.15,0,Office Supplies
Office Supplies Item 002,2000000007519,Office Supplies product 2 - generated seed data.,24.26,1,Office Supplies
Office Supplies Item 003,2000000007526,Office Supplies product 3 - generated seed data.,10.16,2,Office Supplies
Office Supplies Item 004,2000000007533,Office Supplies product 4 - generated seed data.,12.91,0,Office Supplies
Office Supplies Item 005,2000000007540,Office Supplies product 5 - generated seed data.,24.7,1,Office Supplies
Office Supplies Item 006,2000000007557,Office Supplies product 6 - generated seed data.,16.48,2,Office Supplies
Office Supplies Item 007,2000000007564,Office Supplies product 7 - generated seed data.,13.61,0,Office Supplies
Office Supplies Item 008,2000000007571,Office Supplies product 8 - generated seed data.,10.39,1,Office Supplies
Office Supplies Item 009,2000000007588,Office Supplies product 9 - generated seed data.,4.77,2,Office Supplies
Office Supplies Item 010,2000000007595,Office Supplies product 10 - generated seed data.,9.11,0,Office Supplies
Office Supplies Item 011,2000000007601,Office Supplies product 11 - generated seed data.,18.94,1,Office Supplies
Office Supplies Item 012,2000000007618,Office Supplies product 12 - generated seed data.,15.67,2,Office Supplies
Office Supplies Item 013,2000000007625,Office Supplies product 13 - generated seed data.,19.02,0,Office Supplies
Office Supplies Item 014,2000000007632,Office Supplies product 14 - generated seed data.,5.17,1,Office Supplies
Office Supplies Item 015,2000000007649,Office Supplies product 15 - generated seed data.,13.78,2,Office Supplies
Office Supplies Item 016,2000000007656,Office Supplies product 16 - generated seed data.,23.2,0,Office Supplies
Office Supplies Item 017,2000000007663,Office Supplies product 17 - generated seed data.,11.01,1,Office Supplies
Office Supplies Item 018,2000000007670,Office Supplies product 18 - generated seed data.,17.49,2,Office Supplies
Office Supplies Item 019,2000000007687,Office Supplies product 19 - generated seed data.,3.12,0,Office Supplies
Office Supplies Item 020,2000000007694,Office Supplies product 20 - generated seed data.,24.33,1,Office Supplies
Office Supplies Item 021,2000000007700,Office Supplies product 21 - generated seed data.,15.26,2,Office Supplies
Office Supplies Item 022,2000000007717,Office Supplies product 22 - generated seed data.,6.06,0,Office Supplies
Office Supplies Item 023,2000000007724,Office Supplies product 23 - generated seed data.,4.04,1,Office Supplies
Office Supplies Item 024,2000000007731,Office Supplies product 24 - generated seed data.,13.82,2,Office Supplies
Office Supplies Item 025,2000000007748,Office Supplies product 25 - generated seed data.,13.85,0,Office Supplies
Office Supplies Item 026,2000000007755,Office Supplies product 26 - generated seed data.,2.42,1,Office Supplies
Office Supplies Item 027,2000000007762,Office Supplies product 27 - generated seed data.,24.81,2,Office Supplies
Office Supplies Item 028,2000000007779,Office Supplies product 28 - generated seed data.,22.83,0,Office Supplies
Office Supplies Item 029,2000000007786,Office Supplies product 29 - generated seed data.,11.59,1,Office Supplies
Office Supplies Item 030,2000000007793,Office Supplies product 30 - generated seed data.,3.02,2,Office Supplies
Office Supplies Item 031,2000000007809,Office Supplies product 31 - generated seed data.,20.82,0,Office Supplies
Office Supplies Item 032,2000000007816,Office Supplies product 32 - generated seed data.,12.51,1,Office Supplies
Office Supplies Item 033,2000000007823,Office Supplies product 33 - generated seed data.,17.94,2,Office Supplies
Office Supplies Item 034,2000000007830,Office Supplies product 34 - generated seed data.,12.77,0,Office Supplies
Office Supplies Item 035,2000000007847,Office Supplies product 35 - generated seed data.,6.91,1,Office Supplies
Office Supplies Item 036,2000000007854,Office Supplies product 36 - generated seed data.,20.88,2,Office Supplies
Office Supplies Item 037,2000000007861,Office Supplies product 37 - generated seed data.,24.51,0,Office Supplies
Office Supplies Item 038,2000000007878,Office Supplies product 38 - generated seed data.,6.17,1,Office Supplies
Office Supplies Item 039,2000000007885,Office Supplies product 39 - generated seed data.,13.83,2,Office Supplies
Office Supplies Item 040,2000000007892,Office Supplies product 40 - generated seed data.,9.65,0,Office Supplies
Office Supplies Item 041,2000000007908,Office Supplies product 41 - generated seed data.,23.05,1,Office Supplies
Office Supplies Item 042,2000000007915,Office Supplies product 42 - generated seed data.,12.76,2,Office Supplies
Office Supplies Item 043,2000000007922,Office Supplies product 43 - generated seed data.,22.0,0,Office Supplies
Office Supplies Item 044,2000000007939,Office Supplies product 44 - generated seed data.,21.61,1,Office Supplies
Office Supplies Item 045,2000000007946,Office Supplies product 45 - generated seed data.,6.98,2,Office Supplies
Office Supplies Item 046,2000000007953,Office Supplies product 46 - generated seed data.,19.77,0,Office Supplies
Office Supplies Item 047,2000000007960,Office Supplies product 47 - generated seed data.,10.43,1,Office Supplies
Office Supplies Item 048,2000000007977,Office Supplies product 48 - generated seed data.,23.36,2,Office Supplies
Office Supplies Item 049,2000000007984,Office Supplies product 49 - generated seed data.,12.74,0,Office Supplies
Office Supplies Item 050,2000000007991,Office Supplies product 50 - generated seed data.,20.53,1,Office Supplies
Office Supplies Item 051,2000000008004,Office Supplies product 51 - generated seed data.,7.14,2,Office Supplies
Office Supplies Item 052,2000000008011,Office Supplies product 52 - generated seed data.,7.53,0,Office Supplies
Office Supplies Item 053,2000000008028,Office Supplies product 53 - generated seed data.,14.71,1,Office Supplies
Office Supplies Item 054,2000000008035,Office Supplies product 54 - generated seed data.,24.97,2,Office Supplies
Office Supplies Item 055,2000000008042,Office Supplies product 55 - generated seed data.,12.29,0,Office Supplies
Office Supplies Item 056,2000000008059,Office Supplies product 56 - generated seed data.,3.8,1,Office Supplies
Office Supplies Item 057,2000000008066,Office Supplies product 57 - generated seed data.,13.51,2,Office Supplies
Office Supplies Item 058,2000000008073,Office Supplies product 58 - generated seed data.,8.69,0,Office Supplies
Office Supplies Item 059,2000000008080,Office Supplies product 59 - generated seed data.,13.84,1,Office Supplies
Office Supplies Item 060,2000000008097,Office Supplies product 60 - generated seed data.,13.63,2,Office Supplies
Office Supplies Item 061,2000000008103,Office Supplies product 61 - generated seed data.,11.44,0,Office Supplies
Office Supplies Item 062,2000000008110,Office Supplies product 62 - generated seed data.,8.11,1,Office Supplies
Office Supplies Item 063,2000000008127,Office Supplies product 63 - generated seed data.,4.8,2,Office Supplies
Office Supplies Item 064,2000000008134,Office Supplies product 64 - generated seed data.,17.47,0,Office Supplies
Office Supplies Item 065,2000000008141,Office Supplies product 65 - generated seed data.,14.34,1,Office Supplies
Office Supplies Item 066,2000000008158,Office Supplies product 66 - generated seed data.,5.92,2,Office Supplies
Office Supplies Item 067,2000000008165,Office Supplies product 67 - generated seed data.,19.41,0,Office Supplies
Office Supplies Item 068,2000000008172,Office Supplies product 68 - generated seed data.,1.19,1,Office Supplies
Office Supplies Item 069,2000000008189,Office Supplies product 69 - generated seed data.,18.64,2,Office Supplies
Office Supplies Item 070,2000000008196,Office Supplies product 70 - generated seed data.,17.66,0,Office Supplies
Office Supplies Item 071,2000000008202,Office Supplies product 71 - generated seed data.,20.3,1,Office Supplies
Office Supplies Item 072,2000000008219,Office Supplies product 72 - generated seed data.,9.71,2,Office Supplies
Office Supplies Item 073,2000000008226,Office Supplies product 73 - generated seed data.,16.63,0,Office Supplies
Office Supplies Item 074,2000000008233,Office Supplies product 74 - generated seed data.,20.54,1,Office Supplies
Office Supplies Item 075,2000000008240,Office Supplies product 75 - generated seed data.,24.52,2,Office Supplies
Office Supplies Item 076,2000000008257,Office Supplies product 76 - generated seed data.,12.43,0,Office Supplies
Office Supplies Item 077,2000000008264,Office Supplies product 77 - generated seed data.,1.02,1,Office Supplies
Office Supplies Item 078,2000000008271,Office Supplies product 78 - generated seed data.,12.61,2,Office Supplies
Office Supplies Item 079,2000000008288,Office Supplies product 79 - generated seed data.,14.8,0,Office Supplies
Office Supplies Item 080,2000000008295,Office Supplies product 80 - generated seed data.,21.76,1,Office Supplies
Office Supplies Item 081,2000000008301,Office Supplies product 81 - generated seed data.,21.87,2,Office Supplies
Office Supplies Item 082,2000000008318,Office Supplies product 82 - generated seed data.,11.06,0,Office Supplies
Office Supplies Item 083,2000000008325,Office Supplies product 83 - generated seed data.,13.2,1,Office Supplies
Office Supplies Item 084,2000000008332,Office Supplies product 84 - generated seed data.,11.48,2,Office Supplies
Office Supplies Item 085,2000000008349,Office Supplies product 85 - generated seed data.,18.09,0,Office Supplies
Office Supplies Item 086,2000000008356,Office Supplies product 86 - generated seed data.,10.31,1,Office Supplies
Office Supplies Item 087,2000000008363,Office Supplies product 87 - generated seed data.,16.4,2,Office Supplies
Office Supplies Item 088,2000000008370,Office Supplies product 88 - generated seed data.,3.94,0,Office Supplies
Office Supplies Item 089,2000000008387,Office Supplies product 89 - generated seed data.,11.79,1,Office Supplies
Office Supplies Item 090,2000000008394,Office Supplies product 90 - generated seed data.,24.23,2,Office Supplies
Office Supplies Item 091,2000000008400,Office Supplies product 91 - generated seed data.,8.53,0,Office Supplies
Office Supplies Item 092,2000000008417,Office Supplies product 92 - generated seed data.,17.35,1,Office Supplies
Office Supplies Item 093,2000000008424,Office Supplies product 93 - generated seed data.,16.28,2,Office Supplies
Office Supplies Item 094,2000000008431,Office Supplies product 94 - generated seed data.,21.31,0,Office Supplies
Office Supplies Item 095,2000000008448,Office Supplies product 95 - generated seed data.,21.32,1,Office Supplies
Office Supplies Item 096,2000000008455,Office Supplies product 96 - generated seed data.,21.5,2,Office Supplies
Office Supplies Item 097,2000000008462,Office Supplies product 97 - generated seed data.,9.56,0,Office Supplies
Office Supplies Item 098,2000000008479,Office Supplies product 98 - generated seed data.,7.98,1,Office Supplies
Office Supplies Item 099,2000000008486,Office Supplies product 99 - generated seed data.,18.0,2,Office Supplies
Office Supplies Item 100,2000000008493,Office Supplies product 100 - generated seed data.,19.01,0,Office Supplies
Office Supplies Item 101,2000000008509,Office Supplies product 101 - generated seed data.,21.82,1,Office Supplies
Office Supplies Item 102,2000000008516,Office Supplies product 102 - generated seed data.,0.99,2,Office Supplies
Office Supplies Item 103,2000000008523,Office Supplies product 103 - generated seed data.,1.8,0,Office Supplies
Office Supplies Item 104,2000000008530,Office Supplies product 104 - generated seed data.,15.82,1,Office Supplies
Office Supplies Item 105,2000000008547,Office Supplies product 105 - generated seed data.,23.03,2,Office Supplies
Office Supplies Item 106,2000000008554,Office Supplies product 106 - generated seed data.,24.94,0,Office Supplies
Office Supplies Item 107,2000000008561,Office Supplies product 107 - generated seed data.,18.69,1,Office Supplies
Office Supplies Item 108,2000000008578,Office Supplies product 108 - generated seed data.,10.91,2,Office Supplies
Office Supplies Item 109,2000000008585,Office Supplies product 109 - generated seed data.,2.55,0,Office Supplies
Office Supplies Item 110,2000000008592,Office Supplies product 110 - generated seed data.,15.88,1,Office Supplies
Office Supplies Item 111,2000000008608,Office Supplies product 111 - generated seed data.,21.83,2,Office Supplies
Office Supplies Item 112,2000000008615,Office Supplies product 112 - generated seed data.,11.15,0,Office Supplies
Office Supplies Item 113,2000000008622,Office Supplies product 113 - generated seed data.,17.38,1,Office Supplies
Office Supplies Item 114,2000000008639,Office Supplies product 114 - generated seed data.,22.6,2,Office Supplies
Office Supplies Item 115,2000000008646,Office Supplies product 115 - generated seed data.,1.25,0,Office Supplies
Office Supplies Item 116,2000000008653,Office Supplies product 116 - generated seed data.,19.92,1,Office Supplies
Office Supplies Item 117,2000000008660,Office Supplies product 117 - generated seed data.,7.4,2,Office Supplies
Office Supplies Item 118,2000000008677,Office Supplies product 118 - generated seed data.,9.43,0,Office Supplies
Office Supplies Item 119,2000000008684,Office Supplies product 119 - generated seed data.,3.72,1,Office Supplies
Office Supplies Item 120,2000000008691,Office Supplies product 120 - generated seed data.,13.33,2,Office Supplies
Office Supplies Item 121,2000000008707,Office Supplies product 121 - generated seed data.,14.19,0,Office Supplies
